token;type;SegnaleDisc;Macrofunzione;Tipo di interazione;Microfunzione
sai_623;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_624;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_625;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_626;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & General extenders e marche di generalizzazione
sai_627;sai;Non_SD;;intervista semistrutturata;
sai_628;sai;SD;Metatestuale;intervista semistrutturata;Riformulazione
sai_629;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_630;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Gestione del topic: introduzione o ripresa di topic
sai_631;sai;Non_SD;;intervista semistrutturata;
sai_632;sai;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
sai_633;sai;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic & Riformulazione
sai_634;sai;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
sai_635;sai;Non_SD;;intervista semistrutturata;
sai_636;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_637;sai;Non_SD;;conversazione libera;
sai_638;sai;Non_SD;;conversazione libera;
sai_639;sai;Non_SD;;conversazione libera;
sai_640;sai;Non_SD;;conversazione libera;
sai_641;sai;SD;Interazionale;conversazione libera;Marcatura della conoscenza condivisa
sai_642;sai;SD;Interazionale & Metatestuale;conversazione libera;Marcatura della conoscenza condivisa & General extenders e marche di generalizzazione
sai_643;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Marcatura della conoscenza condivisa & Gestione del topic: introduzione o ripresa di topic
sai_644;sai;SD;Interazionale;intervista semistrutturata;Cessione del turno
sai_645;sai;SD;Interazionale;intervista semistrutturata;Richiesta di accordo/conferma & Marcatura della conoscenza condivisa
sai_646;sai;SD;Cognitiva;intervista semistrutturata;Modulazione del grado di confidenza del parlante
sai_647;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & Riformulazione
sai_648;sai;Non_SD;;pasto;
sai_649;sai;Non_SD;;pasto;
sai_650;sai;Non_SD;;pasto;
sai_651;sai;Non_SD;;pasto;
sai_652;sai;Non_SD;;pasto;
sai_653;sai;SD;Interazionale;pasto;Cessione del turno
sai_654;sai;SD;Interazionale;pasto;Richiesta di accordo/conferma
sai_655;sai;SD;Interazionale & Metatestuale;pasto;Richiesta di accordo/conferma & Chiusura di un topic
sai_656;sai;SD;Interazionale;pasto;Marcatura della conoscenza condivisa
sai_657;sai;SD;Interazionale & Metatestuale;pasto;Marcatura della conoscenza condivisa & Gestione del topic: introduzione o ripresa di topic
sai_658;sai;SD;Interazionale & Cognitiva;pasto;Cessione del turno & Modulazione del grado di confidenza del parlante
sai_659;sai;Non_SD;;pasto;
sai_660;sai;Non_SD;;pasto;
sai_661;sai;SD;Metatestuale;pasto;Filler, riempimento dei tempi di formulazione
sai_662;sai;SD;Interazionale;intervista semistrutturata;Richiesta di accordo/conferma & Marcatura della conoscenza condivisa
sai_663;sai;SD;Interazionale;intervista semistrutturata;Richiesta di accordo/conferma & Marcatura della conoscenza condivisa
sai_664;sai;Non_SD;;intervista semistrutturata;
sai_665;sai;SD;Interazionale & Cognitiva;intervista semistrutturata;Marcatura della conoscenza condivisa & Specificazione
sai_666;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_667;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_668;sai;Non_SD;;conversazione libera;
sai_669;sai;Non_SD;;conversazione libera;
sai_670;sai;Non_SD;;conversazione libera;
sai_671;sai;SD;Metatestuale;conversazione libera;Filler, riempimento dei tempi di formulazione
sai_672;sai;Non_SD;;conversazione libera;
sai_673;sai;Non_SD;;intervista semistrutturata;
sai_674;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Esemplificazione
sai_675;sai;SD;Metatestuale;conversazione libera;Riformulazione
sai_676;sai;SD;Interazionale;conversazione libera;Marcatura della conoscenza condivisa
sai_677;sai;SD;Interazionale;conversazione libera;Richiesta di accordo/conferma & Marcatura della conoscenza condivisa
sai_678;sai;SD;Interazionale;conversazione libera;Richiesta di accordo/conferma & Marcatura della conoscenza condivisa
sai_679;sai;Non_SD;;conversazione libera;
sai_680;sai;SD;Interazionale;conversazione libera;Richiesta di accordo/conferma & Marcatura della conoscenza condivisa
sai_681;sai;Non_SD;;conversazione libera;
sai_682;sai;Non_SD;;conversazione libera;
sai_683;sai;SD;Interazionale;conversazione libera;Richiesta di accordo/conferma
sai_684;sai;Non_SD;;conversazione libera;
sai_685;sai;Non_SD;;pasto;
sai_686;sai;SD;Interazionale;intervista semistrutturata;Richiesta di accordo/conferma & Marcatura della conoscenza condivisa
sai_687;sai;Non_SD;;intervista semistrutturata;
sai_688;sai;Non_SD;;intervista semistrutturata;
sai_689;sai;Non_SD;;intervista semistrutturata;
sai_690;sai;Non_SD;;pasto;
sai_691;sai;Non_SD;;pasto;
sai_692;sai;Non_SD;;pasto;
sai_693;sai;Non_SD;;pasto;
sai_694;sai;Non_SD;;intervista semistrutturata;
sai_695;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & Esemplificazione
sai_696;sai;Non_SD;;intervista semistrutturata;
sai_697;sai;Non_SD;;intervista semistrutturata;
sai_698;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_699;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Marcatura della conoscenza condivisa & Gestione del topic: introduzione o ripresa di topic
sai_700;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_701;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_702;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_703;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & General extenders e marche di generalizzazione
sai_704;sai;Non_SD;;intervista semistrutturata;
sai_705;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_706;sai;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
sai_707;sai;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
sai_708;sai;SD;Interazionale;intervista semistrutturata;Richiesta di attenzione
sai_709;sai;Non_SD;;intervista semistrutturata;
sai_710;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_711;sai;SD;Metatestuale;intervista semistrutturata;Esemplificazione
sai_712;sai;Non_SD;;intervista semistrutturata;
sai_713;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_714;sai;Non_SD;;intervista semistrutturata;
sai_715;sai;Non_SD;;intervista semistrutturata;
sai_716;sai;Non_SD;;intervista semistrutturata;
sai_717;sai;Non_SD;;intervista semistrutturata;
sai_718;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_719;sai;Non_SD;;intervista semistrutturata;
sai_720;sai;SD;Metatestuale;intervista semistrutturata;Esemplificazione
sai_721;sai;SD;Interazionale & Cognitiva;intervista semistrutturata;Marcatura della conoscenza condivisa & Approssimazione
sai_722;sai;SD;Interazionale;intervista semistrutturata;Richiesta di accordo/conferma & Marcatura della conoscenza condivisa
sai_723;sai;Non_SD;;intervista semistrutturata;
sai_724;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & General extenders e marche di generalizzazione
sai_725;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & General extenders e marche di generalizzazione
sai_726;sai;Non_SD;;intervista semistrutturata;
sai_727;sai;Non_SD;;intervista semistrutturata;
sai_728;sai;Non_SD;;intervista semistrutturata;
sai_729;sai;Non_SD;;intervista semistrutturata;
sai_730;sai;SD;Metatestuale;intervista semistrutturata;Esemplificazione
sai_731;sai;Non_SD;;intervista semistrutturata;
sai_732;sai;Non_SD;;intervista semistrutturata;
sai_733;sai;Non_SD;;intervista semistrutturata;
sai_734;sai;Non_SD;;intervista semistrutturata;
sai_735;sai;Non_SD;;intervista semistrutturata;
sai_736;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_737;sai;Non_SD;;intervista semistrutturata;
sai_738;sai;Non_SD;;intervista semistrutturata;
sai_739;sai;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
sai_740;sai;Non_SD;;intervista semistrutturata;
sai_741;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_742;sai;Non_SD;;intervista semistrutturata;
sai_743;sai;Non_SD;;conversazione libera;
sai_744;sai;Non_SD;;conversazione libera;
sai_745;sai;Non_SD;;conversazione libera;
sai_746;sai;Non_SD;;conversazione libera;
sai_747;sai;Non_SD;;conversazione libera;
sai_748;sai;Non_SD;;conversazione libera;
sai_749;sai;Non_SD;;conversazione libera;
sai_750;sai;Non_SD;;intervista semistrutturata;
sai_751;sai;Non_SD;;intervista semistrutturata;
sai_752;sai;Non_SD;;intervista semistrutturata;
sai_753;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_754;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & Gestione del topic: introduzione o ripresa di topic
sai_755;sai;Non_SD;;conversazione libera;
sai_756;sai;Non_SD;;pasto;
sai_757;sai;SD;Interazionale;pasto;Marcatura della conoscenza condivisa
sai_758;sai;Non_SD;;pasto;
sai_759;sai;Non_SD;;pasto;
sai_760;sai;Non_SD;;pasto;
sai_761;sai;SD;Interazionale;pasto;Presa di turno
sai_762;sai;Non_SD;;pasto;
sai_763;sai;Non_SD;;pasto;
sai_764;sai;Non_SD;;pasto;
sai_765;sai;SD;Interazionale;pasto;Marcatura della conoscenza condivisa
sai_766;sai;SD;Interazionale;pasto;Marcatura della conoscenza condivisa
sai_767;sai;Non_SD;;pasto;
sai_768;sai;SD;Interazionale;pasto;Richiesta di accordo/conferma
sai_769;sai;Non_SD;;pasto;
sai_770;sai;Non_SD;;pasto;
sai_771;sai;Non_SD;;pasto;
sai_772;sai;Non_SD;;pasto;
sai_773;sai;Non_SD;;intervista semistrutturata;
sai_774;sai;Non_SD;;intervista semistrutturata;
sai_775;sai;Non_SD;;intervista semistrutturata;
sai_776;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_777;sai;Non_SD;;intervista semistrutturata;
sai_778;sai;SD;Metatestuale;intervista semistrutturata;Esemplificazione
sai_779;sai;Non_SD;;intervista semistrutturata;
sai_780;sai;Non_SD;;intervista semistrutturata;
sai_781;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & Esemplificazione
sai_782;sai;Non_SD;;intervista semistrutturata;
sai_783;sai;SD;Interazionale & Metatestuale;intervista semistrutturata;Marcatura della conoscenza condivisa & General extenders e marche di generalizzazione
sai_784;sai;Non_SD;;intervista semistrutturata;
sai_785;sai;Non_SD;;intervista semistrutturata;
sai_786;sai;Non_SD;;intervista semistrutturata;
sai_787;sai;Non_SD;;intervista semistrutturata;
sai_788;sai;Non_SD;;intervista semistrutturata;
sai_789;sai;Non_SD;;intervista semistrutturata;
sai_790;sai;Non_SD;;intervista semistrutturata;
sai_791;sai;SD;Interazionale;intervista semistrutturata;Marcatura della conoscenza condivisa
sai_792;sai;Non_SD;;intervista semistrutturata;
sai_793;sai;Non_SD;;pasto;
sai_794;sai;Non_SD;;pasto;
sai_795;sai;Non_SD;;pasto;
sai_796;sai;Non_SD;;pasto;
sai_797;sai;Non_SD;;pasto;
sai_798;sai;Non_SD;;pasto;
sai_799;sai;Non_SD;;pasto;
sai_800;sai;Non_SD;;pasto;
dunque_1;dunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Gestione del topic: introduzione o ripresa di topic
dunque_2;dunque;SD;Interazionale;intervista semistrutturata;Presa di turno
dunque_3;dunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
dunque_4;dunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic & Filler, riempimento dei tempi di formulazione
dunque_5;dunque;SD;Metatestuale;lezione;Gestione del topic: introduzione o ripresa di topic
dunque_6;dunque;SD;Metatestuale;lezione;Filler, riempimento dei tempi di formulazione
dunque_7;dunque;SD;Metatestuale;lezione;Gestione del topic: introduzione o ripresa di topic
dunque_8;dunque;SD;Metatestuale;lezione;Gestione del topic: introduzione o ripresa di topic
dunque_9;dunque;SD;Metatestuale;intervista semistrutturata;Riformulazione & Filler, riempimento dei tempi di formulazione
dunque_10;dunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
dunque_11;dunque;SD;Interazionale;intervista semistrutturata;Presa di turno
dunque_12;dunque;SD;Interazionale;intervista semistrutturata;Presa di turno
dunque_13;dunque;SD;Interazionale & Metatestuale;lezione;Presa di turno & Filler, riempimento dei tempi di formulazione
dunque_14;dunque;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
dunque_15;dunque;SD;Interazionale;intervista semistrutturata;Presa di turno
dunque_16;dunque;Non_SD;;esame;#CALC!
dunque_17;dunque;SD;Metatestuale;esame;Gestione del topic: introduzione o ripresa di topic & Filler, riempimento dei tempi di formulazione
dunque_18;dunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Gestione del topic: introduzione o ripresa di topic & Filler, riempimento dei tempi di formulazione
dunque_19;dunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Filler, riempimento dei tempi di formulazione
dunque_20;dunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic & Filler, riempimento dei tempi di formulazione
dunque_21;dunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Filler, riempimento dei tempi di formulazione
dunque_22;dunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Filler, riempimento dei tempi di formulazione
dunque_23;dunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Gestione del topic: introduzione o ripresa di topic
dunque_24;dunque;SD;Metatestuale;esame;Riformulazione
dunque_25;dunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Gestione del topic: introduzione o ripresa di topic
dunque_26;dunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Gestione del topic: introduzione o ripresa di topic
dunque_27;dunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Gestione del topic: introduzione o ripresa di topic
dunque_28;dunque;Non_SD;;conversazione libera;
dunque_29;dunque;SD;Metatestuale;conversazione libera;Filler, riempimento dei tempi di formulazione
dunque_30;dunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
dunque_31;dunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Filler, riempimento dei tempi di formulazione
dunque_32;dunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Filler, riempimento dei tempi di formulazione
dunque_33;dunque;SD;Metatestuale;lezione;Gestione del topic: introduzione o ripresa di topic & Filler, riempimento dei tempi di formulazione
dunque_34;dunque;SD;Metatestuale;lezione;Gestione del topic: introduzione o ripresa di topic & Filler, riempimento dei tempi di formulazione
dunque_35;dunque;SD;Metatestuale;lezione;Gestione del topic: introduzione o ripresa di topic & Filler, riempimento dei tempi di formulazione
dunque_36;dunque;SD;Metatestuale;lezione;Prolettico, marca di formulazione: ecco
dunque_37;dunque;SD;Metatestuale;lezione;Gestione del topic: introduzione o ripresa di topic & Filler, riempimento dei tempi di formulazione
dunque_38;dunque;SD;Metatestuale;lezione;Riformulazione & Filler, riempimento dei tempi di formulazione
dunque_39;dunque;SD;Metatestuale;lezione;Riformulazione
dunque_40;dunque;SD;Metatestuale;lezione;Gestione del topic: introduzione o ripresa di topic
dunque_41;dunque;SD;Metatestuale;lezione;Gestione del topic: introduzione o ripresa di topic & Filler, riempimento dei tempi di formulazione
dunque_42;dunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Filler, riempimento dei tempi di formulazione
dunque_43;dunque;SD;Metatestuale;intervista semistrutturata;Riformulazione
dunque_44;dunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic & Prolettico, marca di formulazione: ecco
dunque_45;dunque;SD;Metatestuale;lezione;Gestione del topic: introduzione o ripresa di topic
dunque_46;dunque;Non_SD;;lezione;
dunque_47;dunque;Non_SD;;lezione;
dunque_48;dunque;Non_SD;;lezione;
dunque_49;dunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic & Filler, riempimento dei tempi di formulazione
dunque_50;dunque;SD;Metatestuale;intervista semistrutturata;Riformulazione & Filler, riempimento dei tempi di formulazione
dunque_51;dunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Gestione del topic: introduzione o ripresa di topic
dunque_52;dunque;Non_SD;;lezione;
dunque_53;dunque;SD;Metatestuale;lezione;Gestione del topic: introduzione o ripresa di topic
dunque_54;dunque;Non_SD;;lezione;
dunque_55;dunque;Non_SD;;lezione;
dunque_56;dunque;Non_SD;;lezione;
dunque_57;dunque;Dubbio;;pasto;
dunque_58;dunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Filler, riempimento dei tempi di formulazione
dunque_59;dunque;SD;Interazionale;intervista semistrutturata;Presa di turno
dunque_60;dunque;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
dunque_61;dunque;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
dunque_62;dunque;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
dunque_63;dunque;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
dunque_64;dunque;Non_SD;;intervista semistrutturata;
dunque_65;dunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Gestione del topic: introduzione o ripresa di topic
dunque_66;dunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
dunque_67;dunque;SD;Metatestuale;intervista semistrutturata;Riformulazione & Filler, riempimento dei tempi di formulazione
dunque_68;dunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Filler, riempimento dei tempi di formulazione
dunque_69;dunque;SD;Interazionale;intervista semistrutturata;Presa di turno
dunque_70;dunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Filler, riempimento dei tempi di formulazione
dunque_71;dunque;SD;Metatestuale;ricevimento studenti;Filler, riempimento dei tempi di formulazione
dunque_72;dunque;SD;Interazionale & Metatestuale;esame;Presa di turno & Filler, riempimento dei tempi di formulazione
dunque_73;dunque;SD;Metatestuale;lezione;Filler, riempimento dei tempi di formulazione
dunque_74;dunque;Non_SD;;lezione;
dunque_75;dunque;Non_SD;;lezione;
dunque_76;dunque;Non_SD;;lezione;
dunque_77;dunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Filler, riempimento dei tempi di formulazione
dunque_78;dunque;SD;Interazionale;intervista semistrutturata;Presa di turno
dunque_79;dunque;SD;Metatestuale;intervista semistrutturata;Riformulazione
dunque_80;dunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Filler, riempimento dei tempi di formulazione
dunque_81;dunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Filler, riempimento dei tempi di formulazione
dunque_82;dunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Filler, riempimento dei tempi di formulazione
dunque_83;dunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Gestione del topic: introduzione o ripresa di topic
dunque_84;dunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Gestione del topic: introduzione o ripresa di topic
dunque_85;dunque;SD;Metatestuale;ricevimento studenti;Prolettico, marca di formulazione: ecco
dunque_86;dunque;SD;Metatestuale;intervista semistrutturata;Riformulazione & Filler, riempimento dei tempi di formulazione
dunque_87;dunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
dunque_88;dunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Gestione del topic: introduzione o ripresa di topic
dunque_89;dunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Filler, riempimento dei tempi di formulazione
dunque_90;dunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Gestione del topic: introduzione o ripresa di topic
dunque_91;dunque;SD;Metatestuale;intervista semistrutturata;Riformulazione
dunque_92;dunque;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
dunque_93;dunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Filler, riempimento dei tempi di formulazione
dunque_94;dunque;SD;Metatestuale;esame;Gestione del topic: introduzione o ripresa di topic
dunque_95;dunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
dunque_96;dunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
dunque_97;dunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Gestione del topic: introduzione o ripresa di topic
dunque_98;dunque;SD;Metatestuale;esame;Gestione del topic: introduzione o ripresa di topic & Filler, riempimento dei tempi di formulazione
dunque_99;dunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Filler, riempimento dei tempi di formulazione
dunque_100;dunque;SD;Metatestuale;intervista semistrutturata;Riformulazione
dunque_101;dunque;SD;Interazionale & Metatestuale;ricevimento studenti;Presa di turno & Filler, riempimento dei tempi di formulazione
dunque_102;dunque;SD;Metatestuale;lezione;Gestione del topic: introduzione o ripresa di topic & Filler, riempimento dei tempi di formulazione
dunque_103;dunque;SD;Interazionale & Metatestuale;ricevimento studenti;Presa di turno & Gestione del topic: introduzione o ripresa di topic
dunque_104;dunque;Non_SD;;intervista semistrutturata;
dunque_105;dunque;SD;Metatestuale;intervista semistrutturata;Riformulazione & Filler, riempimento dei tempi di formulazione
dunque_106;dunque;SD;Metatestuale;intervista semistrutturata;Riformulazione & Filler, riempimento dei tempi di formulazione
dunque_107;dunque;SD;Interazionale;intervista semistrutturata;Presa di turno
dunque_108;dunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Prolettico, marca di formulazione: ecco
dunque_109;dunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Prolettico, marca di formulazione: ecco
dunque_110;dunque;SD;Interazionale;esame;Presa di turno
dunque_111;dunque;SD;Interazionale;esame;Presa di turno
dunque_112;dunque;Dubbio;;esame;
dunque_113;dunque;SD;Interazionale;esame;Presa di turno
dunque_114;dunque;SD;Metatestuale;intervista semistrutturata;Marcatura dell'inferenza & Filler, riempimento dei tempi di formulazione
dunque_115;dunque;SD;Metatestuale;intervista semistrutturata;Riformulazione & Filler, riempimento dei tempi di formulazione
dunque_116;dunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Filler, riempimento dei tempi di formulazione
dunque_117;dunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
dunque_118;dunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Filler, riempimento dei tempi di formulazione
dunque_119;dunque;SD;Metatestuale;ricevimento studenti;Riformulazione
dunque_120;dunque;Non_SD;;ricevimento studenti;
dunque_121;dunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Gestione del topic: introduzione o ripresa di topic
dunque_122;dunque;SD;Metatestuale;ricevimento studenti;Filler, riempimento dei tempi di formulazione
dunque_123;dunque;SD;Metatestuale;ricevimento studenti;Filler, riempimento dei tempi di formulazione
dunque_124;dunque;SD;Metatestuale;intervista semistrutturata;Riformulazione
dunque_125;dunque;SD;Metatestuale;intervista semistrutturata;Riformulazione
dunque_126;dunque;Non_SD;;conversazione libera;
dunque_127;dunque;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
dunque_128;dunque;SD;Metatestuale;esame;Gestione del topic: introduzione o ripresa di topic
dunque_129;dunque;SD;Interazionale & Metatestuale;esame;Presa di turno & Gestione del topic: introduzione o ripresa di topic
dunque_130;dunque;SD;Metatestuale;esame;Gestione del topic: introduzione o ripresa di topic & Filler, riempimento dei tempi di formulazione
dunque_131;dunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Filler, riempimento dei tempi di formulazione
dunque_132;dunque;SD;Metatestuale;intervista semistrutturata;Riformulazione
dunque_133;dunque;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
dunque_134;dunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
dunque_135;dunque;SD;Interazionale & Metatestuale;esame;Presa di turno & Gestione del topic: introduzione o ripresa di topic
dunque_136;dunque;SD;Metatestuale;esame;Riformulazione
dunque_137;dunque;SD;Metatestuale;lezione;Filler, riempimento dei tempi di formulazione
dunque_138;dunque;SD;Metatestuale;lezione;Filler, riempimento dei tempi di formulazione
dunque_139;dunque;SD;Metatestuale;conversazione libera;Filler, riempimento dei tempi di formulazione
dunque_140;dunque;SD;Metatestuale;lezione;Gestione del topic: introduzione o ripresa di topic
dunque_141;dunque;Non_SD;;lezione;
dunque_142;dunque;SD;Metatestuale;lezione;Gestione del topic: introduzione o ripresa di topic & Filler, riempimento dei tempi di formulazione
dunque_143;dunque;SD;Interazionale & Metatestuale;lezione;Presa di turno & Gestione del topic: introduzione o ripresa di topic & Filler, riempimento dei tempi di formulazione
dunque_144;dunque;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
dunque_145;dunque;SD;Metatestuale;intervista semistrutturata;Riformulazione
dunque_146;dunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Filler, riempimento dei tempi di formulazione
dunque_147;dunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Filler, riempimento dei tempi di formulazione
dunque_148;dunque;SD;Metatestuale;intervista semistrutturata;Riformulazione
dunque_149;dunque;Non_SD;;lezione;
dunque_150;dunque;SD;Metatestuale;esame;Riformulazione
dunque_151;dunque;Non_SD;;esame;
dunque_152;dunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Filler, riempimento dei tempi di formulazione
dunque_153;dunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
dunque_154;dunque;SD;Metatestuale;esame;Prolettico, marca di formulazione: ecco
dunque_155;dunque;Non_SD;;ricevimento studenti;
dunque_156;dunque;SD;Interazionale;intervista semistrutturata;Presa di turno
dunque_157;dunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco & Filler, riempimento dei tempi di formulazione
dunque_158;dunque;SD;Interazionale;intervista semistrutturata;Presa di turno
dunque_159;dunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Filler, riempimento dei tempi di formulazione
dunque_160;dunque;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
dunque_161;dunque;SD;;intervista semistrutturata;#CALC!
dunque_162;dunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Filler, riempimento dei tempi di formulazione
dunque_163;dunque;Non_SD;;lezione;
