Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;Test 1;Test 2;Test 3;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Marcatura dell'inferenza;Filler, riempimento dei tempi di formulazione;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti
PTA001;#1085947;doc#136;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=2513500&end=2516601;2513500;2516601;TOR002;PTA001;01:32:30;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA001.html;https://search.corpuskiparla.it/corpus/conversations/PTA001_jefferson.html;26-30;M;TO;3;intell;sì;asimmetrico;piemonte;intervista semistrutturata;phd;che // che cacchio ne so che ha l''autoscuola che mette qualcosa // mhmh // eh però // poca roba // no // eh // anche perchè;sai;cosa? il discorso delle sponsorizzazioni è che // molto spesso una volta // c''era un rientro in nero sostanzialmente //;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTA001;#1089506;doc#136;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=3803500&end=3804800;3803500;3804800;TOI001;PTA001;01:32:30;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA001.html;https://search.corpuskiparla.it/corpus/conversations/PTA001_jefferson.html;26-30;M;TO;3;oper;sì;asimmetrico;piemonte;intervista semistrutturata;dip_tec_prof;dici cioè non hai l''ambizione a migliorare ma a startene // no anche perchè non hai l''urgenza di farlo // vai scusami // tu;sai;che // ippi ippi ya yeu // // lì // ma quella manca questa cippa xxxx della cippa e questo ques~ cicì papà // // vai // chi c''è?;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOA3015;#1135833;doc#145;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3015&begin=387723&end=391330;387723;391330;BO086;BOA3015;00:23:11;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3015.html;https://search.corpuskiparla.it/corpus/conversations/BOA3015_jefferson.html;21-25;F;BO;2;stud;no;simmetrico;estero;conversazione libera;laurea in corso;ancora un bel po'' per cui // no // ah okay okay // vabbè // no non importa // e no chi mi ha stufata di bologna un po'' forse sono;sai;// eh cioè non è che mi ha stufata di bologna però le le compagnie no? con cui io uscivo tanto l'' anno scorso i miei amici;;;;;1;1;;;;;;;1;;;;;;;;;;1;;;;;;1;;"per esempio ""sai e::h cioè"" è cumulo? Sai e cioè sono trascritti in due turni diversi"
BOA3015;#1137728;doc#145;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3015&begin=1039138&end=1043760;1039138;1043760;BO086;BOA3015;00:23:11;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3015.html;https://search.corpuskiparla.it/corpus/conversations/BOA3015_jefferson.html;21-25;F;BO;2;stud;no;simmetrico;estero;conversazione libera;laurea in corso;sentito? // ma non te l'' ha detto che ci siamo beccati per caso in francia facevamo la vendemmia nello stesso posto // no no;sai;che no no non me l'' ha detto o forse me l'' ha detto non lo so non mi ricordo // cioè non proprio per caso perchè era il posto in;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBC024;#1216865;doc#155;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC024&begin=3691120&end=3693021;3691120;3693021;BOI103;PBC024;01:10:00;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC024.html;https://search.corpuskiparla.it/corpus/conversations/PBC024_jefferson.html;over 85;F;BO;3;pens;sì;asimmetrico;emilia-romagna;intervista semistrutturata;med;// non la sai questa? poi cantava // no ce n''è un''altra // mh // e la poesia la poesia di~ di~ di chiccolino // chiccolino lo;sai;te? // no no no // al chicco di grano un chicco di grano no? // no non la so no no no // che i bambini in~ te lo voglio dire perché;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOA3010;#1242245;doc#159;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3010&begin=1867536&end=1869218;1867536;1869218;BO096;BOA3010;01:17:16;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3010.html;https://search.corpuskiparla.it/corpus/conversations/BOA3010_jefferson.html;21-25;F;BO;2;stud;no;simmetrico;sicilia;conversazione libera;laurea in corso;anche gentili io non capisco // // la prima hai preso // la prima // educati xxx // e niente e loro xxx // eh? // e niente e lo;sai;xxx // e poi frank da quando è nel comitato dei genitori ha attirato l'' attenzione di xxx // liam // voleva andare in una;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD017;#1253821;doc#160;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD017&begin=1713270&end=1713755;1713270;1713755;TOI078;PTD017;00:38:22;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD017.html;https://search.corpuskiparla.it/corpus/conversations/PTD017_jefferson.html;36-40;M;TO;2;impr;sì;asimmetrico;piemonte;intervista semistrutturata;dip_lic;chiaramente ho una vita un po'' diversa quindi mi muovo in base a // quindi sì forse // ti direi assolutamente mh // forse;sai;che // corso belgio è il quartiere che essendo anche più giovane è il quartiere che poi di fatto // vivevo e mi piaceva di;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;non lo sento proprio
KPS005;#1263569;doc#162;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS005&begin=513130&end=518450;513130;518450;PKP004;KPS005;00:34:42;libero;https://search.corpuskiparla.it/corpus/conversations/KPS005.html;https://search.corpuskiparla.it/corpus/conversations/KPS005_jefferson.html;51-55;F;MT;4;intell;no;simmetrico;puglia;pasto;dip_tec_prof;zi~ o piangi piangi perché devi piangere // mi passi il pane? // piangeva così senza motivo // almeno // vabbè // ah sai;sai;chi era? quello in che mi sa che hai conosciuto tu alle medie che si chiama kristian? // chi è kristian? // non kristian il;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPN001;#1285194;doc#166;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN001&begin=657077&end=664353;657077;664353;PKP135;KPN001;00:53:21;libero;https://search.corpuskiparla.it/corpus/conversations/KPN001.html;https://search.corpuskiparla.it/corpus/conversations/KPN001_jefferson.html;21-25;F;BO;2;intell;no;simmetrico;abruzzo;pasto;dip_lic;qui a bologna // ehm // un ristorante italiano? di roba italiana // sì sì // poi è un ristorante stellato quindi;sai;ti fa anche delle robe particolari abbinamenti ah poi la presentazione cioè claudia mi ha detto // è proprio;;;;;1;1;;;;;;;1;;;;;;;;;;;;;;;;0;;quindi sai
KPN001;#1289337;doc#166;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN001&begin=2008534&end=2009895;2008534;2009895;PKP135;KPN001;00:53:21;libero;https://search.corpuskiparla.it/corpus/conversations/KPN001.html;https://search.corpuskiparla.it/corpus/conversations/KPN001_jefferson.html;21-25;F;BO;2;intell;no;simmetrico;abruzzo;pasto;dip_lic;dal primo al ventesimo // mh // ehm // però dopo due vanno avanti // ma tutti gli episodi sono gli stessi ovviamente? // eh;sai;che non ricordo? // no secondo me son gare divers~ cioè magari ci sono gli stessi soggetti perchè ovviamente se;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPN021;#1329141;doc#172;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN021&begin=769989&end=770859;769989;770859;PKP073;KPN021;01:00:29;libero;https://search.corpuskiparla.it/corpus/conversations/KPN021.html;https://search.corpuskiparla.it/corpus/conversations/KPN021_jefferson.html;16-20;M;TV;4;stud;no;simmetrico;veneto;pasto;laurea in corso;// la mamma ha preso i limoni // sì qua no // aprite // era un coso di biscotti però // no per~ sul tavolo // roberto // ma tu non;sai;che io sono // dovete leggere cos''è però // vandalo // vandalo // va~ vandalo sei un vandalo // // questa ha tipo arancia e;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
TOD2002;#1348670;doc#174;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2002&begin=330536&end=332790;330536;332790;TO081;TOD2002;00:16:33;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD2002.html;https://search.corpuskiparla.it/corpus/conversations/TOD2002_jefferson.html;21-25;F;TO;2;stud;sì;simmetrico;piemonte;intervista semistrutturata;laurea in corso;no // anche perché cioè son sempre stati molto permissivi non devo mai rendere conto degli spostamenti cosa faccio //;sai;lavoro ho sempre il mio stipendio quindi // lo uso per cose tipo i viaggi invece che per l'' affitto // che non è male // ah no;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;0;;
PTB023;#1352144;doc#175;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB023&begin=453957&end=456217;453957;456217;TOR007;PTB023;00:47:59;fisso;https://search.corpuskiparla.it/corpus/conversations/PTB023.html;https://search.corpuskiparla.it/corpus/conversations/PTB023_jefferson.html;21-25;F;TO;2;stud;sì;asimmetrico;lombardia;intervista semistrutturata;laurea in corso;è un nuovo modo di // sì è un pò // ma cioè secondo me // banalmente // le persone che non si attaccano a // a qualche etichetta;sai;in maniera // molto radicale // sono persone // cioè io sono femminista ma non faccio parte di nessuna associazione;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;0;;
PTB023;#1355228;doc#175;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB023&begin=1500368&end=1501500;1500368;1501500;TOR007;PTB023;00:47:59;fisso;https://search.corpuskiparla.it/corpus/conversations/PTB023.html;https://search.corpuskiparla.it/corpus/conversations/PTB023_jefferson.html;21-25;F;TO;2;stud;sì;asimmetrico;lombardia;intervista semistrutturata;laurea in corso;non lo fa // cioè semplicemente non lo fa // lo fate teatro l''anno prossimo? // eh // non lasciate sola claudia // boh // ma;sai;che // può essere // cioè lara secondo me // lo fa // però non ne abbiamo parlato // cioè lo do un po'' per scontato perché era;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPN017;#1376785;doc#179;2021;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN017&begin=148197&end=155422;148197;155422;PKP061;KPN017;00:33:52;libero;https://search.corpuskiparla.it/corpus/conversations/KPN017.html;https://search.corpuskiparla.it/corpus/conversations/KPN017_jefferson.html;56-60;F;RE;2;non-qualif;no;simmetrico;emilia-romagna;pasto;dip_tec_prof;// lo sai che erano buonissime? // davvero? // sì // ma spinaci quelli surgelati però? // mh sì // carote e pomodoro? // no;sai;tipo secondo me cioè ha detto tipo ci ho messo un po'' di verdure secondo me c''avrà messo un pochino di cipolla con un sof~ un;;;;;1;1;;;;;;;1;;;;;;;;;;1;;;;;;1;;sai tipo
BOD1001;#1416995;doc#184;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1001&begin=4083577&end=4084801;4083577;4084801;BO013;BOD1001;01:36:24;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD1001.html;https://search.corpuskiparla.it/corpus/conversations/BOD1001_jefferson.html;51-55;M;BO;2;intell;no;asimmetrico;emilia-romagna;lezione;phd;// assettati michilino // in questa prima lezioe e in altre che verranno appresso ti parlerò degli spartani // tu lo;sai;chi erano no? // erano i fascisti al tempo dei greci // eh? anche al tempo dei greci c'' erano i fascisti ed erano gli;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD1001;#1418176;doc#184;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1001&begin=4508680&end=4517073;4508680;4517073;BO013;BOD1001;01:36:24;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD1001.html;https://search.corpuskiparla.it/corpus/conversations/BOD1001_jefferson.html;51-55;M;BO;2;intell;no;asimmetrico;emilia-romagna;lezione;phd;di rispondere pari a pari // alle offese del fituso comunista eh? non lo va nemmeno a dire al babbo non dice al babbo babbo;sai;che quello ha fatto così così? no ormai dice è una cosa che posso fare per conto mio non ho bisogno // di essere difeso da;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPS001;#1434231;doc#187;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS001&begin=1265795&end=1266156;1265795;1266156;PKP102;KPS001;01:28:55;libero;https://search.corpuskiparla.it/corpus/conversations/KPS001.html;https://search.corpuskiparla.it/corpus/conversations/KPS001_jefferson.html;61-65;M;CZ;4;tec;no;simmetrico;campania;pasto;dip_tec_prof;ma allora forse manco col pure l''anno sc~ neanche quest''estate prima // e chi erano? // ah io l''altra volta ho visto //;sai;// e ho visto loro // con la carrozzina // senza né mh non c''e~ erano solo mh // e loro due con una carrozzina // x anch''io // ma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;non lo trovo!
KPS001;#1442728;doc#187;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS001&begin=3383151&end=3385181;3383151;3385181;PKP102;KPS001;01:28:55;libero;https://search.corpuskiparla.it/corpus/conversations/KPS001.html;https://search.corpuskiparla.it/corpus/conversations/KPS001_jefferson.html;61-65;M;CZ;4;tec;no;simmetrico;campania;pasto;dip_tec_prof;non ho capi~ // ma anche adesso brava ragazza che si impegna molto // e quindi? // non so che idea ha di me però vabbé xx //;sai;che ho fre~ ho freddo eh // eh // eh copriti // fa freddo comunque eh voi non volete accendere i riscaldamenti eh eh // // no;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPS001;#1445543;doc#187;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS001&begin=4093366&end=4096396;4093366;4096396;PKP103;KPS001;01:28:55;libero;https://search.corpuskiparla.it/corpus/conversations/KPS001.html;https://search.corpuskiparla.it/corpus/conversations/KPS001_jefferson.html;21-25;F;CZ;4;stud;no;simmetrico;calabria;pasto;laurea in corso;fino a mo allora ha senso che hanno fatto un concerto a gerusalemme // a matusalemme // il volo // mamma // mamma il bolo;sai;cos''è il bolo mamma? // bolo alimentare // come // il bolo // x x la saliva tipo // sì sì quello che facevano con la sali~ // #;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPC011;#1458670;doc#189;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC011&begin=2267825&end=2271530;2267825;2271530;PKP147;KPC011;00:51:28;libero;https://search.corpuskiparla.it/corpus/conversations/KPC011.html;https://search.corpuskiparla.it/corpus/conversations/KPC011_jefferson.html;21-25;F;AR;3;stud;no;simmetrico;umbria;pasto;laurea in corso;// eh già // eh // sì xx // dopo lo fanno // gliene portano lì // sì // li comprano // ma ora il porcino è quello secco x // no ma;sai;che nonno l~ li comprano anche surgelati i porcini adesso // sì li comprano anche surgelati // cioè freschi secondo me è;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPS024;#1461836;doc#190;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS024&begin=204202&end=205113;204202;205113;PKP131;KPS024;00:44:49;libero;https://search.corpuskiparla.it/corpus/conversations/KPS024.html;https://search.corpuskiparla.it/corpus/conversations/KPS024_jefferson.html;21-25;F;CE;2;disocc;no;simmetrico;campania;pasto;dip_tec_prof;però // potrebbe diventare anche molto // intelligente // indubbiamente // forse è ancora troppo piccola // però lei //;sai;che cosa tiene? // che // mh // vuole fare la grande // in poche parole vuole // sì // si vuole truccare si vuole fare le;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPS018;#1475836;doc#191;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS018&begin=2203491&end=2204974;2203491;2204974;PKP137;KPS018;00:43:58;libero;https://search.corpuskiparla.it/corpus/conversations/KPS018.html;https://search.corpuskiparla.it/corpus/conversations/KPS018_jefferson.html;56-60;F;MT;3;intell;no;simmetrico;basilicata;pasto;laurea;lo avevamo giù in cortile però perche nonna non ce lo faceva portare su // però sta nel giardino sotto // ce l''avevamo lì //;sai;tutti i bambini del e // mhmh // del quartiere sì // del e del cortile // lo accudivamo a a turno // poi è arrivato il periodo;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;0;;
KPN010;#1496858;doc#194;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN010&begin=276347&end=277030;276347;277030;PKP024;KPN010;00:28:10;libero;https://search.corpuskiparla.it/corpus/conversations/KPN010.html;https://search.corpuskiparla.it/corpus/conversations/KPN010_jefferson.html;21-25;F;BO;4;stud;no;simmetrico;toscana;pasto;laurea in corso;cioè // vabbè è minuscolo eh // però è bello // mh ma c''è un''altra camera dietro eh // mh // cioè c''era quello lì // che ne;sai;te? // cosa ci nascondi? // quando ci sei andata? // perché c''ha // la cucina // mh // il salottino // la parte di sopra // e;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPN010;#1499874;doc#194;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN010&begin=1413068&end=1413943;1413068;1413943;PKP024;KPN010;00:28:10;libero;https://search.corpuskiparla.it/corpus/conversations/KPN010.html;https://search.corpuskiparla.it/corpus/conversations/KPN010_jefferson.html;21-25;F;BO;4;stud;no;simmetrico;toscana;pasto;laurea in corso;dal ridere // anche se è bassissimo // che poi lui è di riano // e lui saluta tutti così // mh // // // // ti giuro // // solo che;sai;// // mi fa morir dal ridere quel ragazzo è simpaticissimo // ma maria è tornata a bologna? // eh sì ma ora è tornata ad;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;0;;
KPN014;#1503601;doc#195;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN014&begin=1671810&end=1674470;1671810;1674470;PKP060;KPN014;00:53:52;libero;https://search.corpuskiparla.it/corpus/conversations/KPN014.html;https://search.corpuskiparla.it/corpus/conversations/KPN014_jefferson.html;26-30;M;RE;2;stud;no;simmetrico;emilia-romagna;pasto;laurea in corso;// ma come funziona la salsina? si pucciano lì dentro o si prende il cucchiaino e xxxx // mi sa che si pucciano // buona //;sai;che mi sono scolato tutta la tua salsa teriyaki così? // quella che mi avevi lasciato l''anno scorso // in che senso così?;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPN026;#1516478;doc#198;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN026&begin=687679&end=688843;687679;688843;PKP113;KPN026;00:38:32;libero;https://search.corpuskiparla.it/corpus/conversations/KPN026.html;https://search.corpuskiparla.it/corpus/conversations/KPN026_jefferson.html;21-25;F;FC;4;stud;no;simmetrico;emilia-romagna;pasto;laurea in corso;un giorno dopo lignano siamo andati a punta prosciutto // ci vuole un''ora e mezza di macchina // la la famosa // si ma // non;sai;com''era il mare // tutto nero // c''eran delle gran onde e il mare era tutto nero // cioè non sembrava d''essere neanche in;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPN002;#1551657;doc#202;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN002&begin=1274900&end=1289135;1274900;1289135;PKP038;KPN002;00:31:56;libero;https://search.corpuskiparla.it/corpus/conversations/KPN002.html;https://search.corpuskiparla.it/corpus/conversations/KPN002_jefferson.html;21-25;F;VE;5;intell;no;simmetrico;veneto;pasto;laurea;// sono come i cani // e tu devi stare tranquilla // settimana frizzantina // devi stare tranquillo e devi far vedere che;sai;le cose e se e se non sai cosa devi fare ti f~ prepari un discorso fai il gioco della presentazione fai tutto pero devi;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPN016;#1555643;doc#203;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN016&begin=662735&end=666022;662735;666022;PKP061;KPN016;00:30:01;libero;https://search.corpuskiparla.it/corpus/conversations/KPN016.html;https://search.corpuskiparla.it/corpus/conversations/KPN016_jefferson.html;56-60;F;RE;2;non-qualif;no;simmetrico;emilia-romagna;pasto;dip_tec_prof;ai bar // attingi tutto // tutti non non esiste più // mh // devo dire che per alcuni aspetti // è meglio // anche perché;sai;dove tutti toccano non è proprio il massimo // è lo stesso cucchiaino // è lo stesso cucchiaino poi magari metti uno se lo;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;0;;
KPN029;#1560399;doc#204;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN029&begin=519280&end=521404;519280;521404;PKP140;KPN029;00:31:11;libero;https://search.corpuskiparla.it/corpus/conversations/KPN029.html;https://search.corpuskiparla.it/corpus/conversations/KPN029_jefferson.html;26-30;F;BO;3;intell;no;simmetrico;basilicata;pasto;laurea;alle scuderie // e tra l''altro ci stavano due tipi strani // che poi alla fine si sono // cioé si eran sono incassati //;sai;come sono quei tipi che si incazzano senza motivo // sì // là davanti sì sì // sono passati lì davanti // ehm // e c''erano;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPS017;#1601154;doc#210;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS017&begin=424590&end=425150;424590;425150;PKP086;KPS017;00:40:23;libero;https://search.corpuskiparla.it/corpus/conversations/KPS017.html;https://search.corpuskiparla.it/corpus/conversations/KPS017_jefferson.html;81-85;M;CA;4;pens;no;simmetrico;sardegna;pasto;med;marcello gli aveva detto ma tu sei pazzo // certo // io come zio marcello // ma capisco uno che // // fa un po'' di // che poi //;sai;ti // ti fa rabbia // l''ha dato dopo mi pare una diecina di giorni // il professore // ha confermato quello // ha capito gli;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;0;;non lo trovo!
KPS017;#1604651;doc#210;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS017&begin=1176230&end=1177510;1176230;1177510;PKP083;KPS017;00:40:23;libero;https://search.corpuskiparla.it/corpus/conversations/KPS017.html;https://search.corpuskiparla.it/corpus/conversations/KPS017_jefferson.html;21-25;F;CA;4;stud;no;simmetrico;sardegna;pasto;laurea in corso;perché apprendi molto bene // cioè e~ e~ // ciò che ciò che vedi // allora mi piace sperimentare // però // okay? // non;sai;fare le cotolette // perchè? // le cotolette // che poi la cotoletta è la cosa più stupida che ci sia // // le bruci sempre //;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPS017;#1604703;doc#210;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS017&begin=1184490&end=1187300;1184490;1187300;PKP085;KPS017;00:40:23;libero;https://search.corpuskiparla.it/corpus/conversations/KPS017.html;https://search.corpuskiparla.it/corpus/conversations/KPS017_jefferson.html;16-20;M;CA;4;stud;no;simmetrico;sardegna;pasto;laurea in corso;// // le bruci sempre // // le brucia sempr~ // sì invece* // non è ver~ // sì // la cotoletta è la cosa più semplice da fa~ //;sai;che la cotoletta alla milanese non si fa come la facciamo solitamente? // ma // ma // mah la carne impanata dici? // non le;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBB010;#1612504;doc#211;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB010&begin=386674&end=396534;386674;396534;BOI030;PBB010;00:31:28;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB010.html;https://search.corpuskiparla.it/corpus/conversations/PBB010_jefferson.html;31-35;F;BO;2;comm;sì;asimmetrico;estero;intervista semistrutturata;med;il primo ricordo e // anche non so magari delle differenze tra // tra l''italia e l''etiopia che hai notato che // beh // lo;sai;mh l''unica cosa che devi pensare quando vai in un posto in un''altra città è la prima cosa è le lingue no? quando non sai;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPN020;#1622114;doc#213;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN020&begin=96040&end=100920;96040;100920;PKP030;KPN020;00:30:17;libero;https://search.corpuskiparla.it/corpus/conversations/KPN020.html;https://search.corpuskiparla.it/corpus/conversations/KPN020_jefferson.html;21-25;M;VE;3;stud;no;simmetrico;veneto;pasto;laurea in corso;di martedì? // sì sì sì // abbiamo prenotato un locale all''inizio di xxxxxxxx tra il put e xxxxxxxx // come si chiama? // eh;sai;che non eh xxx qualcosa // ah // no xxx? // fanno le birre // no no no // perché è stato chiuso hanno beccato un gruppo di;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTA015;#1635516;doc#215;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA015&begin=700690&end=707340;700690;707340;TOR006;PTA015;00:37:36;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA015.html;https://search.corpuskiparla.it/corpus/conversations/PTA015_jefferson.html;21-25;F;TO;2;stud;sì;asimmetrico;piemonte;intervista semistrutturata;laurea in corso;mi piace // // okay però tu in questo mh // questa band suoni il basso ma tu studi chitarra quindi quanti strumenti stai s~;sai;suonare tu in realtà // eh // // ma in realtà quei due // sto bene porca troia // // okay // // ehmh // eh e sì poi suonicchio un;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPS003;#1649186;doc#218;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS003&begin=1198580&end=1207345;1198580;1207345;PKP010;KPS003;00:37:28;libero;https://search.corpuskiparla.it/corpus/conversations/KPS003.html;https://search.corpuskiparla.it/corpus/conversations/KPS003_jefferson.html;51-55;F;PE;2;uff;no;simmetrico;abruzzo;pasto;laurea;e m''aveva raccontato due tre due storie con con due tizi che ha avuto ha detto però ecco allora ero cretina ma per orgoglio;sai;fatto quelle persone che // io ero quel tipo sono sempre stata quel tipo che se andiamo a cena io mi pago per me e tu ti paghi;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPS021;#1663385;doc#221;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS021&begin=201605&end=204579;201605;204579;PKP126;KPS021;00:54:20;libero;https://search.corpuskiparla.it/corpus/conversations/KPS021.html;https://search.corpuskiparla.it/corpus/conversations/KPS021_jefferson.html;26-30;M;CE;3;disocc;no;simmetrico;campania;pasto;laurea;a mio // a tuo gusto // ovviamente esatto // beh // giustamente // la ragazza già non mangia nulla // ma in realtà poi // io lo;sai;ho un problema quando faccio le verdure gruglia~ grigliate // in che senso // che tendo a farle crude // proprio perché;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD021;#1679936;doc#222;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD021&begin=1866026&end=1871318;1866026;1871318;TOI013;PTD021;01:31:29;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD021.html;https://search.corpuskiparla.it/corpus/conversations/PTD021_jefferson.html;21-25;M;TO;5;oper;sì;asimmetrico;puglia;intervista semistrutturata;dip_tec_prof;pubblici come funzionano? // // // trasporti pubblici // eh // non hanno xxx i pullman // ci sono i pullman? // eh no xxx //;sai;che forse on ah la metro abbiam preso ci sono tipo tredici linee di metro // e // dove questo? // fu~ pechino? // sì pechino;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
TOA3014;#1704895;doc#227;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3014&begin=608588&end=609508;608588;609508;TO085;TOA3014;13:06:00;libero;https://search.corpuskiparla.it/corpus/conversations/TOA3014.html;https://search.corpuskiparla.it/corpus/conversations/TOA3014_jefferson.html;21-25;F;TO;3;stud;no;simmetrico;lombardia;conversazione libera;laurea in corso;per gli esami e basta? // potevo anche rimane'' a casa di più ma // piuttosto mi sparavo guarda // sì no infatti // anch'' io;sai;che // stamattina son tornata a torino // che mi veniva da piangere // sei felice? // sì // mi mancava // anche a me anche a me;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
